Vg,Id,Is,Ig,Vd,Rt,Drain Current (nA),|IG| (pA),gm
0.0,3.98e-12,-4.84e-12,1.08e-11,0.05,12562814070.3518,0.00398,10.799999999999999,3.664999999999999e-10
0.02,1.131e-11,-1.388e-11,-1.631e-11,0.05,4420866489.83201,0.011309999999999999,16.31,-4.5075e-10
0.04,-1.405e-11,-8.81e-12,-5.529e-11,0.05,-3558718861.20996,-0.01405,55.29,-3.114999999999999e-10
0.06,-1.15e-12,-6.7e-12,2.048e-11,0.05,-43478260869.5652,-0.00115,20.48,2.7600000000000013e-10
0.08,-3.01e-12,-1.048e-11,2.347e-11,0.05,-16611295681.0631,-0.00301,23.470000000000002,-1.5574999999999995e-10
0.1,-7.38e-12,-6.8e-13,5.834e-11,0.05,-6775067750.67751,-0.007379999999999999,58.34,2.732500000000004e-10
0.12,7.92e-12,-1.089e-11,1.794e-11,0.05,6313131313.13131,0.00792,17.94,-3.4499999999998924e-11
0.14,-8.76e-12,-1.623e-11,-3.409e-11,0.05,-5707762557.07763,-0.00876,34.09,-5.187499999999995e-10
0.16,-1.283e-11,-1.094e-11,-1.52e-12,0.05,-3897116134.06079,-0.01283,1.52,1.1225000000000008e-10
0.18,-4.27e-12,-6.79e-12,2.037e-11,0.05,-11709601873.5363,-0.00427,20.37,2.0425000000000025e-10
0.2,-4.66e-12,-1.474e-11,5.229e-11,0.05,-10729613733.9056,-0.00466,52.29,-1.6775000000000017e-10
0.22,-1.098e-11,-2.49e-12,3.308e-11,0.05,-4553734061.93078,-0.01098,33.08,2.370000000000001e-10
0.24,4.82e-12,-2.174e-11,9.78e-12,0.05,10373443983.4025,0.00482,9.780000000000001,-2.452499999999985e-10
0.26,-2.079e-11,-1.637e-11,-4.426e-11,0.05,-2405002405.00241,-0.02079,44.26,-3.197499999999997e-10
0.28,-7.97e-12,-1.506e-11,3.078e-11,0.05,-6273525721.45546,-0.00797,30.78,3.424999999999994e-10
0.3,-7.09e-12,-1.693e-11,3.589e-11,0.05,-7052186177.71509,-0.00709,35.89,-1.5499999999999843e-11
0.32,-8.59e-12,-8.31e-12,7.032e-11,0.05,-5820721769.49942,-0.00859,70.32,3.5824999999999967e-10
0.34,7.24e-12,-1.705e-11,2.742e-11,0.05,6906077348.0663,0.00724,27.42,3.5749999999997886e-11
0.36,-7.16e-12,-2.05e-11,-2.057e-11,0.05,-6983240223.46369,-0.0071600000000000006,20.57,-4.832500000000009e-10
0.38,-1.209e-11,-1.851e-11,6.4e-12,0.05,-4135649296.93962,-0.01209,6.4,6.274999999999995e-11
0.4,-4.65e-12,-1.051e-11,2.672e-11,0.05,-10752688172.043,-0.00465,26.72,1.909999999999996e-10
0.42,-4.45e-12,-1.873e-11,6.816e-11,0.05,-11235955056.1798,-0.00445,68.16,-1.3099999999999968e-10
0.44,-9.89e-12,-9.79e-12,3.443e-11,0.05,-5055611729.01921,-0.00989,34.43,1.3324999999999988e-10
0.46,8.8e-13,-2.544e-11,1.226e-11,0.05,56818181818.1818,0.00088,12.26,-2.8775000000000234e-10
0.48,-2.14e-11,-2.142e-11,-3.847e-11,0.05,-2336448598.13084,-0.0214,38.47,-3.1075000000000236e-10
