Vg,Id,Is,Ig,Vd,Rt,Drain Current (nA),|IG| (pA),gm
-5.0,-1.38e-12,3.08e-12,-2.36e-12,0.05,-36231884057.971,-0.00138,2.36,2.9000000000000617e-11
-4.99,-1.09e-12,-2.19e-12,-4.782e-11,0.05,-45871559633.0275,-0.00109,47.82,8.650000000000185e-11
-4.98,3.5e-13,-2.72e-12,3.107e-11,0.05,142857142857.143,0.00035,31.070000000000004,5.0000000000007194e-11
-4.97,-9e-14,1.41e-12,-1.698e-11,0.05,-555555555555.556,-8.999999999999999e-05,16.98,-3.9999999999963576e-12
-4.96,2.7e-13,1.29e-12,-1.668e-11,0.05,185185185185.185,0.00027,16.68,4.5000000000000956e-11
-4.95,8.1e-13,2.4e-13,-7.53e-12,0.05,61728395061.7284,0.00081,7.53,-1.3000000000000277e-11
-4.94,1e-14,-1.33e-12,-1.538e-11,0.05,5000000000000.0,1e-05,15.379999999999999,-3.100000000000363e-11
-4.93,1.9e-13,-7.9e-13,-3.56e-12,0.05,263157894736.842,0.00019,3.56,-1.145000000000091e-10
-4.92,-2.28e-12,4.9e-13,-4.732e-11,0.05,-21929824561.4035,-0.00228,47.32,-3.250000000000069e-11
-4.91,-4.6e-13,-1.88e-12,2.451e-11,0.05,-108695652173.913,-0.00045999999999999996,24.51,1.1650000000000247e-10
-4.9,5e-14,-1.73e-12,-2.822e-11,0.05,1000000000000.0,5e-05,28.22,6.399999999999737e-11
-4.89,8.2e-13,1.97e-12,-1.585e-11,0.05,60975609756.0976,0.0008200000000000001,15.85,6.949999999999772e-11
-4.88,1.44e-12,9e-14,-1.194e-11,0.05,34722222222.2222,0.0014399999999999999,11.94,2.500000000000056e-12
-4.87,8.7e-13,-2.35e-12,-3.188e-11,0.05,57471264367.8161,0.00087,31.88,-1.7150000000000365e-10
-4.86,-1.99e-12,-1.11e-12,3.848e-11,0.05,-25125628140.7035,-0.00199,38.48,-1.1950000000001205e-10
-4.85,-1.52e-12,-3e-13,-2.084e-11,0.05,-32894736842.1053,-0.00152,20.84,1.1200000000000319e-10
-4.84,2.5e-13,2.47e-12,-1.414e-11,0.05,200000000000.0,0.00025,14.14,3.3000000000000707e-11
-4.83,-8.6e-13,2.79e-12,-7.85e-12,0.05,-58139534883.7209,-0.00086,7.8500000000000005,4.25000000000009e-11
-4.82,1.1e-12,-7.7e-13,-5.684e-11,0.05,45454545454.5454,0.0010999999999999998,56.84,9.950000000000627e-11
-4.81,1.13e-12,-3e-13,-4.91e-12,0.05,44247787610.6195,0.00113,4.91,1.9500000000001005e-11
-4.8,1.49e-12,8.1e-13,-1.156e-11,0.05,33557046979.8658,0.00149,11.56,-3.9000000000000835e-11
