Vg,Id,Is,Ig,Vd,Rt,Ib,I_handle
0,8.49E-12,-8.49E-12,-4.932E-11,0.05,5889281507.65607,,
0.02,9.3E-13,-1.067E-11,5.04E-12,0.05,53763440860.2151,,
0.04,2.1E-12,-1.346E-11,3.177E-11,0.05,23809523809.5238,,
0.06,4.85E-12,-1.369E-11,3.872E-11,0.05,10309278350.5155,,
0.08,6.05E-12,-2.648E-11,1.045E-11,0.05,8264462809.91736,,
0.1,-1.86E-12,-2.493E-11,-1.166E-11,0.05,-26881720430.1075,,
0.12,1.24E-12,-3.037E-11,1.244E-11,0.05,40322580645.1613,,
0.14,-3.88E-12,-2.651E-11,2.893E-11,0.05,-12886597938.1443,,
0.16,5.8E-12,-3.376E-11,7.041E-11,0.05,8620689655.17241,,
0.18,2.2E-13,-3.425E-11,3.311E-11,0.05,227272727272.727,,
0.2,4.1E-12,-4.151E-11,2.538E-11,0.05,12195121951.2195,,
0.22,-4.26E-12,-4.456E-11,1.14E-12,0.05,-11737089201.8779,,
0.24,-3.62E-12,-4.654E-11,4.981E-11,0.05,-13812154696.1326,,
0.26,-2.75E-12,-4.781E-11,7.51E-11,0.05,-18181818181.8182,,
0.28,1.07E-12,-4.86E-11,8.139E-11,0.05,46728971962.6168,,
0.3,3.98E-12,-6.022E-11,5.423E-11,0.05,12562814070.3518,,
0.32,-5.29E-12,-5.815E-11,2.631E-11,0.05,-9451795841.20983,,
0.34,-1.8E-12,-6.428E-11,5.679E-11,0.05,-27777777777.7778,,
0.36,-4.63E-12,-5.929E-11,6.969E-11,0.05,-10799136069.1145,,
0.38,5.64E-12,-6.608E-11,1.0943E-10,0.05,8865248226.95036,,
0.4,5.2E-13,-6.7E-11,7.032E-11,0.05,96153846153.8462,,
0.42,3.87E-12,-7.288E-11,6.041E-11,0.05,12919896640.8269,,
0.44,-2.96E-12,-7.774E-11,3.937E-11,0.05,-16891891891.8919,,
0.46,-5.75E-12,-7.672E-11,8.009E-11,0.05,-8695652173.91304,,
0.48,-1.09E-12,-8.013E-11,1.0864E-10,0.05,-45871559633.0275,,
0.5,2E-13,-8.125E-11,1.0208E-10,0.05,250000000000,,
