Vg,Id,Is,Ig,Vd,Rt,Ib,I_handle
2.68,8.747E-11,-1.3523E-10,8.77E-11,0.05,571624556.990968,,
2.7,9.316E-11,-1.5537E-10,5.547E-11,0.05,536711034.778875,,
2.72,8.233E-11,-1.4853E-10,9.49E-12,0.05,607312036.924572,,
2.74,9.108E-11,-1.5867E-10,4.922E-11,0.05,548967940.272288,,
2.76,8.66E-11,-1.4348E-10,6.2E-11,0.05,577367205.542725,,
2.78,1.0674E-10,-1.5291E-10,1.1831E-10,0.05,468427955.780401,,
2.8,1.0181E-10,-1.5026E-10,6.319E-11,0.05,491110892.839603,,
2.82,1.0992E-10,-1.6737E-10,4.057E-11,0.05,454876273.653566,,
2.84,1.0073E-10,-1.7123E-10,3.32E-12,0.05,496376451.901122,,
2.86,1.0253E-10,-1.6967E-10,5.89E-11,0.05,487662147.664098,,
2.88,1.0759E-10,-1.6725E-10,9.26E-11,0.05,464727205.130588,,
2.9,1.1721E-10,-1.6545E-10,9.989E-11,0.05,426584762.392287,,
2.92,1.2457E-10,-1.8487E-10,5.844E-11,0.05,401380749.779241,,
2.94,1.1266E-10,-1.811E-10,1.742E-11,0.05,443813243.387183,,
2.96,1.2121E-10,-1.8979E-10,4.076E-11,0.05,412507218.87633,,
2.98,1.1909E-10,-1.7508E-10,6.32E-11,0.05,419850533.210177,,
3,1.384E-10,-1.8675E-10,1.181E-10,0.05,361271676.300578,,
3.02,1.3319E-10,-1.8471E-10,6.578E-11,0.05,375403558.825738,,
3.04,1.4317E-10,-2.0271E-10,4.465E-11,0.05,349235174.966823,,
3.06,1.3094E-10,-2.0543E-10,-5.8E-13,0.05,381854284.405071,,
3.08,1.3675E-10,-2.0743E-10,6.077E-11,0.05,365630712.97989,,
3.1,1.461E-10,-2.0554E-10,9.826E-11,0.05,342231348.391513,,
3.12,1.5168E-10,-2.0208E-10,9.316E-11,0.05,329641350.21097,,
3.14,1.5992E-10,-2.2583E-10,6.621E-11,0.05,312656328.164082,,
3.16,1.4662E-10,-2.1965E-10,1.108E-11,0.05,341017596.50798,,
3.18,1.5995E-10,-2.3027E-10,5.038E-11,0.05,312597686.777118,,
3.2,1.5658E-10,-2.1749E-10,6.612E-11,0.05,319325584.365819,,
3.22,1.7645E-10,-2.2607E-10,1.226E-10,0.05,283366392.74582,,
3.24,1.7668E-10,-2.2907E-10,6.689E-11,0.05,282997509.621915,,
3.26,1.8211E-10,-2.4339E-10,3.403E-11,0.05,274559332.271704,,
3.28,1.7522E-10,-2.487E-10,1.341E-11,0.05,285355553.019062,,
3.3,1.7672E-10,-2.4301E-10,6.417E-11,0.05,282933454.051607,,
3.32,1.8746E-10,-2.4825E-10,9.786E-11,0.05,266723567.694441,,
3.34,1.9587E-10,-2.4756E-10,9.395E-11,0.05,255271353.448716,,
3.36,2.0151E-10,-2.7086E-10,6.098E-11,0.05,248126643.839015,,
3.38,1.8953E-10,-2.6762E-10,6.45E-12,0.05,263810478.552208,,
3.4,2.0141E-10,-2.7702E-10,5.689E-11,0.05,248249838.637605,,
3.42,1.9839E-10,-2.6811E-10,7.627E-11,0.05,252028832.098392,,
3.44,2.2085E-10,-2.7176E-10,1.235E-10,0.05,226398007.697532,,
3.46,2.2447E-10,-2.8237E-10,6.621E-11,0.05,222746914.955228,,
3.48,2.1923E-10,-2.8936E-10,2.625E-11,0.05,228070975.687634,,
3.5,2.2515E-10,-3.0061E-10,3.715E-11,0.05,222074172.773706,,
3.52,2.2567E-10,-2.8719E-10,6.372E-11,0.05,221562458.457039,,
3.54,2.4617E-10,-3.0351E-10,1.1287E-10,0.05,203111670.796604,,
3.56,2.4517E-10,-2.9895E-10,7.603E-11,0.05,203940123.179834,,
3.58,2.5518E-10,-3.2209E-10,5.514E-11,0.05,195940120.699114,,
3.6,2.4212E-10,-3.2422E-10,6.79E-12,0.05,206509169.007104,,
3.62,2.5358E-10,-3.2935E-10,6.268E-11,0.05,197176433.472671,,
3.64,2.5544E-10,-3.2451E-10,9.004E-11,0.05,195740682.743501,,
3.66,2.7312E-10,-3.2756E-10,1.1879E-10,0.05,183069712.94669,,
3.68,2.8184E-10,-3.471E-10,6.618E-11,0.05,177405620.210048,,
3.7,2.741E-10,-3.4868E-10,2.539E-11,0.05,182415176.942722,,
3.72,2.8194E-10,-3.6034E-10,3.892E-11,0.05,177342697.027736,,
3.74,2.8418E-10,-3.4837E-10,6.827E-11,0.05,175944823.703287,,
3.76,3.0665E-10,-3.6358E-10,1.2013E-10,0.05,163052339.801076,,
3.78,3.1128E-10,-3.7809E-10,6.674E-11,0.05,160627088.152146,,
3.8,3.0444E-10,-3.7941E-10,3.074E-11,0.05,164235974.247799,,
3.82,3.1424E-10,-3.9186E-10,4.435E-11,0.05,159114052.953157,,
3.84,3.1537E-10,-3.8002E-10,7.043E-11,0.05,158543932.523702,,
3.86,3.3968E-10,-3.944E-10,1.2169E-10,0.05,147197362.223269,,
3.88,3.3822E-10,-3.95E-10,7.191E-11,0.05,147832771.568801,,
3.9,3.4672E-10,-4.1317E-10,4.309E-11,0.05,144208583.294878,,
3.92,3.445E-10,-4.2586E-10,2.246E-11,0.05,145137880.986938,,
3.94,3.4723E-10,-4.1631E-10,6.786E-11,0.05,143996774.472252,,
3.96,3.6815E-10,-4.2959E-10,1.1057E-10,0.05,135814206.165965,,
3.98,3.7131E-10,-4.3248E-10,8.8E-11,0.05,134658371.710969,,
4,3.8414E-10,-4.5842E-10,6.428E-11,0.05,130160878.846254,,
4.02,3.7446E-10,-4.5855E-10,1.44E-11,0.05,133525610.212039,,
4.04,3.9038E-10,-4.7083E-10,6.144E-11,0.05,128080331.98422,,
4.06,3.9174E-10,-4.6598E-10,8.625E-11,0.05,127635676.724358,,
4.08,4.1578E-10,-4.7171E-10,1.2889E-10,0.05,120255904.564914,,
4.1,4.2376E-10,-4.8792E-10,6.999E-11,0.05,117991315.839154,,
4.12,4.2599E-10,-4.9629E-10,3.508E-11,0.05,117373647.268715,,
4.14,4.2968E-10,-5.1099E-10,3.451E-11,0.05,116365667.473469,,
4.16,4.3469E-10,-5.0095E-10,6.624E-11,0.05,115024500.218547,,
4.18,4.5825E-10,-5.1808E-10,1.2882E-10,0.05,109110747.40862,,
4.2,4.6325E-10,-5.2296E-10,7.497E-11,0.05,107933081.489477,,
4.22,4.7517E-10,-5.4548E-10,5.088E-11,0.05,105225498.242734,,
4.24,4.6969E-10,-5.5522E-10,8.49E-12,0.05,106453192.531244,,
4.26,4.8189E-10,-5.5866E-10,7.015E-11,0.05,103758119.072817,,
4.28,4.9346E-10,-5.6632E-10,1.0597E-10,0.05,101325335.38686,,
4.3,5.0863E-10,-5.6985E-10,1.0902E-10,0.05,98303285.2957946,,
4.32,5.2392E-10,-5.9857E-10,7.06E-11,0.05,95434417.4683158,,
4.34,5.1782E-10,-6.0063E-10,2.183E-11,0.05,96558649.7238422,,
4.36,5.3506E-10,-6.1811E-10,5.697E-11,0.05,93447463.8358315,,
4.38,5.3571E-10,-6.1061E-10,7.853E-11,0.05,93334080.0059734,,
4.4,5.6975E-10,-6.2679E-10,1.4113E-10,0.05,87757788.5037297,,
4.42,5.7568E-10,-6.3622E-10,7.758E-11,0.05,86853807.6709283,,
4.44,5.8841E-10,-6.5916E-10,5.328E-11,0.05,84974762.4955388,,
4.46,5.8924E-10,-6.7299E-10,2.058E-11,0.05,84855067.5446338,,
4.48,5.9899E-10,-6.7423E-10,7.31E-11,0.05,83473847.6435333,,
4.5,6.1665E-10,-6.8783E-10,1.0878E-10,0.05,81083272.5208789,,
4.52,6.3064E-10,-6.9486E-10,1.0214E-10,0.05,79284536.3440315,,
4.54,6.4904E-10,-7.2754E-10,7.263E-11,0.05,77036854.4311599,,
4.56,6.4389E-10,-7.3029E-10,2.45E-11,0.05,77653015.2665828,,
4.58,6.6723E-10,-7.5063E-10,5.928E-11,0.05,74936678.5066619,,
4.6,6.7315E-10,-7.4553E-10,7.984E-11,0.05,74277649.8551586,,
4.62,7.0533E-10,-7.6562E-10,1.3359E-10,0.05,70888803.8223243,,
4.64,7.1321E-10,-7.7792E-10,8.265E-11,0.05,70105579.001977,,
4.66,7.3179E-10,-8.0507E-10,5.601E-11,0.05,68325612.5391164,,
4.68,7.325E-10,-8.2098E-10,1.877E-11,0.05,68259385.665529,,
4.7,7.4886E-10,-8.2867E-10,7.477E-11,0.05,66768154.2611436,,
4.72,7.6751E-10,-8.4212E-10,1.078E-10,0.05,65145731.0002476,,
4.74,7.8859E-10,-8.5077E-10,8.733E-11,0.05,63404303.8841477,,
4.76,8.0672E-10,-8.8566E-10,6.136E-11,0.05,61979373.2645775,,
4.78,8.0939E-10,-8.9814E-10,1.409E-11,0.05,61774916.9127368,,
4.8,8.3065E-10,-9.1649E-10,6.998E-11,0.05,60193824.1136459,,
4.82,8.4515E-10,-9.2403E-10,9.821E-11,0.05,59161095.6634917,,
4.84,8.7489E-10,-9.3761E-10,1.2616E-10,0.05,57150041.7195305,,
4.86,8.7081E-10,-9.5523E-10,1.3218E-10,0.05,57417806.4101239,,
4.88,8.9707E-10,-9.716E-10,6.892E-11,0.05,55737010.4897054,,
4.9,9.3787E-10,-9.941E-10,1.2225E-10,0.05,53312292.7484619,,
4.92,9.5602E-10,-1.0307E-09,7.215E-11,0.05,52300161.0844961,,
4.94,9.5934E-10,-1.0432E-09,2.641E-11,0.05,52119165.2594492,,
4.96,9.8693E-10,-1.0715E-09,6.199E-11,0.05,50662154.3574519,,
4.98,1.00077E-09,-1.0787E-09,9.305E-11,0.05,49961529.6221909,,
