Vg,Id,Is,Ig,Vd,Rt,Ib,I_handle
0,6.21E-12,-7.45E-12,-4.08E-12,0.05,8051529790.66022,,
0.02,-8E-13,-8.91E-12,1.466E-11,0.05,-62500000000,,
0.04,6.12E-12,-1.211E-11,4.954E-11,0.05,8169934640.52288,,
0.06,6.86E-12,-2.052E-11,1.12E-11,0.05,7288629737.60933,,
0.08,1.89E-12,-2.385E-11,-1.112E-11,0.05,26455026455.0265,,
0.1,9.2E-13,-2.971E-11,-1.54E-12,0.05,54347826086.9565,,
0.12,-3.42E-12,-2.245E-11,2.545E-11,0.05,-14619883040.9357,,
0.14,5.06E-12,-3.201E-11,6.267E-11,0.05,9881422924.90119,,
0.16,3.1E-13,-3.108E-11,3.924E-11,0.05,161290322580.645,,
0.18,2.31E-12,-4.406E-11,3.377E-11,0.05,21645021645.0216,,
0.2,-6.32E-12,-4.438E-11,-3.25E-12,0.05,-7911392405.06329,,
0.22,-3.21E-12,-4.88E-11,4.638E-11,0.05,-15576323987.5389,,
0.24,-5.21E-12,-4.585E-11,6.131E-11,0.05,-9596928982.72553,,
0.26,4.45E-12,-4.716E-11,9.263E-11,0.05,11235955056.1798,,
0.28,3.64E-12,-5.563E-11,5.28E-11,0.05,13736263736.2637,,
0.3,-5.1E-13,-5.767E-11,3.392E-11,0.05,-98039215686.2745,,
0.32,-2E-14,-6.391E-11,4.049E-11,0.05,-2500000000000,,
0.34,-4.39E-12,-5.718E-11,6.813E-11,0.05,-11389521640.0911,,
0.36,4.29E-12,-6.693E-11,1.0491E-10,0.05,11655011655.0117,,
0.38,-1.29E-12,-6.547E-11,7.926E-11,0.05,-38759689922.4806,,
0.4,1.6E-12,-7.962E-11,7.482E-11,0.05,31250000000,,
0.42,-8.04E-12,-7.742E-11,3.609E-11,0.05,-6218905472.63682,,
0.44,-3.3E-12,-8.418E-11,8.372E-11,0.05,-15151515151.5152,,
0.46,-6.47E-12,-7.913E-11,9.704E-11,0.05,-7727975270.47913,,
0.48,1.63E-12,-8.064E-11,1.3347E-10,0.05,30674846625.7669,,
0.5,1.32E-12,-8.688E-11,9.024E-11,0.05,37878787878.7879,,
0.52,-2.7E-13,-9.171E-11,7.243E-11,0.05,-185185185185.185,,
0.54,-1.91E-12,-9.785E-11,6.862E-11,0.05,-26178010471.2042,,
0.56,-4E-12,-9.086E-11,1.0078E-10,0.05,-12500000000,,
0.58,3.86E-12,-9.911E-11,1.3695E-10,0.05,12953367875.6477,,
0.6,-7.1E-13,-9.846E-11,1.1889E-10,0.05,-70422535211.2676,,
0.62,2.09E-12,-1.1123E-10,1.0983E-10,0.05,23923444976.0766,,
0.64,-7.9E-12,-1.0823E-10,7.15E-11,0.05,-6329113924.05063,,
0.66,-2.35E-12,-1.1343E-10,1.1531E-10,0.05,-21276595744.6809,,
0.68,-5.23E-12,-1.0805E-10,1.2689E-10,0.05,-9560229445.50669,,
0.7,3.85E-12,-1.1213E-10,1.6865E-10,0.05,12987012987.013,,
